875.00 	875.00 	875.00 	700.00 	875.00 	875.00 	875.00 
600.48 	12978.91 	4280.50 	465.03 	695.33 	463.17 	1981.49 
5936.29 	4966.14 	1225.47 	3408.84 	366.33 	366.33 	366.33 
9985.27 	13748.04 	19874.10 	3816.46 	9972.67 	9972.67 	4398.33 
6728.75 	13108.96 	14955.35 	19933.86 	9964.50 	9964.50 	9964.50 
1547.47 	768.60 	9491.30 	614.88 	768.60 	768.60 	768.60 
2681.93 	465.03 	304.97 	279.23 	4839.57 	373.80 	373.80 
36231.59 	12561.09 	30617.85 	28238.36 	51787.94 	1175.88 	24432.72 
4517.77 	12193.16 	2684.50 	920.70 	26567.72 	2366.88 	4796.97 
25356.58 	17407.39 	2005.00 	17407.39 	5783.40 	2506.00 	11629.52 
11213.88 	1111.87 	31713.45 	5833.11 	17337.34 	12954.78 	3136.61 
15492.08 	4907.00 	9927.76 	18024.13 	12352.85 	9086.00 	7241.27 
18179.88 	19868.10 	10461.50 	10144.40 	12680.50 	12680.50 	10278.63 
17769.11 	7969.97 	17620.60 	8618.40 	39023.83 	39023.83 	27428.87 
30617.85 	18795.58 	9208.50 	9209.20 	11511.50 	11511.50 	11511.50 
0.00 	19871.25 	15897.00 	19871.25 	26699.94 	19871.25 	49470.90 
42455.00 	17614.68 	6081.83 	5833.11 	42022.17 	16027.67 	16027.67 
394.33 	268.57 	455.00 	315.47 	519.94 	591.50 	8408.17 
5122.25 	5122.25 	3353.58 	4097.80 	5122.25 	5122.25 	55505.53 
666.46 	435.33 	1043.00 	325.73 	669.67 	669.67 	669.67 
17430.39 	587.34 	311.11 	221.39 	277.67 	696.03 	277.67 
2429.00 	3056.78 	1688.94 	569.57 	2429.00 	2429.00 	2429.00 
4346.33 	1232.23 	1116.50 	1623.34 	1395.33 	1395.33 	17999.99 
11093.69 	694.22 	8683.50 	901.60 	1127.00 	1127.00 	1127.00 
813.17 	13748.04 	3129.78 	647.73 	3899.29 	931.00 	7783.68 
4346.33 	910.00 	3424.56 	1992.03 	910.00 	910.00 	4719.02 
1194.28 	451.39 	410.67 	8822.23 	751.33 	751.33 	751.33 
29199.04 	30867.67 	24693.67 	28189.47 	54465.93 	74261.83 	66079.42 
21663.69 	11661.27 	1037.17 	3532.20 	2506.00 	2506.00 	2506.00 
1547.47 	17407.39 	2227.17 	1861.07 	2326.33 	2326.33 	2326.33 
562.33 	15538.48 	448.00 	1254.40 	562.33 	562.33 	562.33 
492.33 	344.91 	912.80 	2257.71 	458.83 	261.33 	4110.17 
9112.06 	8565.67 	6853.00 	6852.53 	8565.67 	8565.67 	32609.50 
1426.25 	3242.17 	567.88 	888.53 	1110.67 	1110.67 	1110.67 
475.42 	723.33 	434.00 	578.67 	437.67 	723.33 	816.48 
201.00 	201.00 	160.00 	348.27 	201.00 	201.00 	201.00 
128.33 	128.33 	102.67 	102.67 	128.33 	224.00 	128.33 
21638.17 	38374.93 	36876.00 	11312.00 	20237.04 	27069.00 	23026.50 
16318.31 	19933.86 	4346.33 	3067.52 	5114.67 	5114.67 	6041.15 
179.67 	179.67 	135.33 	481.60 	179.67 	179.67 	179.67 
20172.13 	13748.04 	34726.63 	12814.67 	23261.99 	43718.50 	20682.71 
53592.85 	12158.61 	7474.10 	9193.00 	13851.03 	20350.17 	20878.67 
23720.53 	19933.86 	13575.14 	27533.80 	55208.03 	29515.50 	27495.77 
2909.28 	1232.23 	305.67 	182.93 	228.67 	228.67 	7393.02 
175.00 	279.23 	301.78 	11378.85 	175.00 	114.80 	175.00 
1426.25 	5002.53 	56.00 	69.07 	86.33 	2098.44 	86.33 
67984.29 	35529.38 	14955.35 	16009.16 	54492.08 	75756.33 	40606.42 
423.50 	423.50 	0.00 	338.80 	423.50 	423.50 	423.50 
46812.50 	0.00 	11259.93 	0.00 	22193.50 	22193.50 	31411.70 
23076.19 	33537.00 	19002.86 	11375.42 	21832.11 	2826.00 	17139.92 
39983.04 	18795.58 	5468.17 	8686.69 	16115.75 	16115.75 	8027.25 
399.00 	399.00 	399.00 	319.20 	399.00 	399.00 	399.00 
618.72 	344.91 	427.00 	428.40 	535.50 	535.50 	535.50 
736.94 	5150.83 	3402.00 	72.80 	91.00 	91.00 	91.00 
157.50 	8.96 	11.20 	20.35 	11.20 	11.20 	11.20 
479.67 	113.87 	95.67 	76.53 	95.67 	95.67 	95.67 
39569.58 	10969.00 	14694.24 	21903.40 	30125.60 	19395.80 	15786.73 
14310.03 	17578.40 	33846.76 	10752.31 	39154.50 	39154.50 	11506.63 
4151.84 	2372.53 	1408.74 	4233.25 	1898.04 	2365.42 	2965.67 
3391.92 	4194.40 	7187.92 	12956.53 	5243.00 	5539.34 	5243.00 
2093.00 	2710.40 	5857.72 	1407.47 	1488.67 	1488.67 	1566.44 
147438.67 	25785.73 	147438.67 	51301.27 	147438.67 	147438.67 	93189.85 
711.67 	350.00 	4851.51 	0.00 	711.67 	711.67 	711.67 
1353.33 	1082.67 	1398.32 	1082.67 	1353.33 	926.48 	1494.38 
33268.50 	6798.23 	4562.99 	6764.01 	18205.49 	16786.68 	19179.81 
13678.57 	4545.66 	3234.60 	15847.53 	14149.85 	11999.21 	13252.77 
58.33 	1263.34 	358.56 	46.67 	58.33 	58.33 	58.33 
1137.43 	0.00 	2051.00 	1640.80 	2051.00 	2051.00 	2051.00 
2795.78 	190.40 	2872.68 	292.37 	229.91 	16953.81 	238.00 
447.42 	408.68 	193.12 	376.83 	519.94 	376.83 	376.83 
2079.78 	1057.21 	22268.75 	1414.78 	2727.67 	2727.67 	5589.20 
295.75 	0.00 	397.83 	418.13 	522.67 	522.67 	522.67 
99.75 	99.75 	12978.91 	79.80 	58.63 	99.75 	99.75 
18979.33 	14118.89 	47907.67 	33557.11 	15510.25 	17580.79 	9853.55 
14636.43 	6734.56 	5454.41 	7666.83 	11984.89 	11984.89 	11984.89 
3364.15 	2852.73 	1162.75 	2998.08 	1521.33 	1521.33 	2360.17 
15267.89 	884.15 	1247.17 	782.37 	1533.00 	1533.00 	1533.00 
1693.84 	186.67 	233.33 	186.67 	233.33 	233.33 	453.60 
1531.25 	1225.00 	1531.25 	1225.00 	960.46 	926.48 	1494.38 
12447.55 	16469.49 	6299.38 	14694.40 	18368.00 	18368.00 	63563.11 
350.09 	0.00 	5173.47 	41.07 	51.33 	51.33 	8110.67 
19264.85 	18276.07 	12899.25 	27588.19 	9490.25 	9490.25 	19452.58 
2400.65 	11983.10 	22407.45 	7666.83 	4005.56 	4005.56 	4580.33 
975.72 	2053.72 	1162.75 	569.33 	711.67 	711.67 	1810.67 
1612.33 	12606.50 	781.67 	1289.87 	1612.33 	1612.33 	1612.33 
25785.73 	15267.89 	1783.16 	10751.84 	14411.83 	14411.83 	25131.88 
13678.57 	11789.13 	14023.45 	6325.90 	26677.00 	26677.00 	11506.63 
30508.71 	12741.70 	57958.98 	6896.77 	12420.36 	15095.31 	7359.07 
3703.00 	3703.00 	1623.34 	1166.67 	3425.80 	2130.33 	3703.00 
908.83 	2466.80 	765.33 	2874.20 	765.33 	765.33 	765.33 
40017.93 	5762.20 	16398.33 	7187.92 	22535.33 	1271.89 	25640.58 
9183.13 	14310.03 	9370.79 	6180.07 	6303.69 	9183.13 	3088.90 
4429.81 	2921.80 	9019.36 	4233.83 	6693.17 	7217.00 	7217.00 
7429.25 	2372.22 	387.33 	0.00 	387.33 	387.33 	387.33 
975.72 	631.31 	1299.67 	0.00 	718.08 	718.08 	957.83 
233.33 	67.20 	149.33 	67.20 	488.06 	84.00 	84.00 
123.67 	4854.27 	1491.00 	0.00 	108.33 	123.67 	123.67 
4995.08 	310.33 	4741.51 	902.68 	574.00 	574.00 	574.00 
269.18 	37.33 	46.67 	3247.53 	46.67 	46.67 	46.67 
120.17 	96.13 	120.17 	441.75 	120.17 	120.17 	120.17 
31962.73 	39569.58 	23882.78 	7976.14 	35504.58 	66167.86 	74958.33 
63.70 	50.96 	63.70 	50.96 	1317.52 	63.70 	63.70 
389.67 	300.59 	261.33 	0.00 	1057.00 	389.67 	389.67 
329.00 	0.00 	352.51 	263.20 	329.00 	329.00 	329.00 
3598.35 	484.75 	1212.08 	346.33 	420.00 	420.00 	3389.56 
25785.73 	21689.75 	14023.45 	36982.01 	3218.49 	6007.94 	25131.88 
884.15 	1446.78 	107.33 	85.87 	107.33 	107.33 	42916.03 
114.33 	91.47 	114.33 	85.63 	420.00 	114.33 	420.00 
5469.96 	7749.88 	28231.16 	4358.52 	6554.04 	6554.04 	15095.31 
3985.45 	925.87 	17507.98 	583.10 	7131.54 	7131.54 	642.83 
21351.49 	17215.61 	22208.08 	22304.40 	32152.00 	37510.67 	18394.50 
58816.22 	16279.20 	43979.29 	16279.20 	20461.62 	20349.00 	29135.25 
21519.52 	3218.88 	15980.33 	3218.88 	2874.00 	4023.60 	2040.97 
60212.25 	48169.80 	33556.00 	34980.40 	30957.33 	60212.25 	30684.79 
17637.32 	22130.59 	37335.50 	38626.88 	20693.00 	16747.79 	34552.59 
1114.40 	2537.80 	1966.50 	478.40 	796.00 	1114.40 	1114.40 
31851.90 	476.14 	455.00 	364.00 	195.00 	455.00 	455.00 
22268.42 	40880.30 	16924.00 	26240.96 	8780.00 	10862.13 	20486.67 
20297.52 	0.00 	16924.00 	15245.04 	4933.13 	10377.79 	29135.25 
8185.33 	14512.27 	11554.00 	26993.48 	3508.00 	10645.54 	8185.33 
17960.08 	20032.83 	18490.33 	17473.36 	14323.75 	15764.97 	19004.13 
5421.50 	26807.57 	7313.40 	4197.36 	9893.33 	5421.50 	5421.50 
2091.06 	17669.40 	5791.00 	5668.91 	38368.16 	3111.50 	3111.50 
5774.57 	19822.13 	29736.20 	14792.29 	1436.00 	3350.67 	3350.67 
679.00 	1084.25 	8753.67 	410.67 	399.00 	18960.67 	931.00 
248.50 	5742.57 	248.00 	198.80 	142.00 	248.50 	248.50 
52674.77 	39210.81 	43979.29 	0.00 	23247.00 	54243.00 	45025.75 
4286.63 	20544.91 	30363.56 	6708.80 	3594.00 	8386.00 	8386.00 
13415.13 	3870.07 	33964.80 	6708.80 	25845.77 	5707.33 	3790.11 
1681.17 	5525.33 	10366.17 	5525.28 	2960.00 	6906.67 	6906.67 
35944.71 	11251.33 	10976.00 	22006.08 	41895.13 	27507.67 	27507.67 
60781.00 	48624.80 	20730.00 	24404.80 	34732.00 	60781.00 	30444.17 
36509.29 	18367.07 	28767.00 	30941.47 	22246.83 	32525.21 	18394.50 
59125.50 	27986.47 	91056.50 	14792.29 	19814.00 	34674.50 	18164.65 
11691.50 	12733.93 	20389.00 	18023.60 	36406.33 	41234.08 	41234.08 
16716.93 	7518.73 	27531.00 	0.00 	7923.17 	27531.00 	27531.00 
13415.13 	9365.44 	11764.00 	7801.28 	8022.00 	18718.00 	18718.00 
30480.04 	27967.57 	39294.67 	5546.80 	5703.00 	9980.25 	12130.22 
14359.96 	1457.87 	2842.00 	29162.00 	1035.13 	2842.00 	998.43 
38519.72 	19728.64 	18263.75 	2240.44 	2322.00 	4063.50 	9408.07 
98.00 	78.40 	98.00 	78.40 	56.00 	98.00 	98.00 
3570.00 	5115.13 	18902.50 	3438.40 	466.00 	815.50 	815.50 
2706.67 	2165.33 	2706.00 	2165.33 	1160.00 	2706.67 	2706.67 
26366.23 	30412.29 	50873.20 	12357.71 	11477.00 	26779.67 	29135.25 
13415.13 	0.00 	5169.20 	2057.04 	582.85 	2571.33 	2571.33 
312.67 	250.13 	266.00 	250.08 	135.00 	315.00 	315.00 
39670.36 	29162.00 	22208.00 	29162.00 	20830.00 	36452.50 	36452.50 
27709.19 	50046.27 	19063.33 	23435.34 	14708.00 	25739.00 	25739.00 
1506.87 	6987.98 	891.00 	0.00 	382.00 	891.33 	891.33 
20297.52 	8838.20 	8987.33 	5230.40 	5802.17 	6538.00 	10613.28 
9755.67 	7957.69 	8559.33 	0.00 	6315.67 	2370.67 	17710.19 
9398.41 	8315.83 	5246.60 	16140.76 	713.50 	1654.80 	954.56 
41205.71 	8240.99 	32413.25 	7409.72 	7280.00 	16986.67 	34400.33 
18908.75 	19822.13 	46204.00 	23099.04 	19802.00 	46204.67 	41027.00 
20297.52 	17814.73 	26347.00 	35183.53 	22357.00 	39124.75 	39124.75 
0.00 	18367.07 	8753.89 	9447.20 	12964.00 	22687.00 	22687.00 
6202.26 	728.00 	910.00 	728.00 	3274.20 	910.00 	910.00 
9755.67 	1322.30 	22208.00 	12049.06 	713.00 	1247.75 	1154.53 
224.00 	537.60 	0.00 	0.00 	2765.50 	672.00 	16566.38 
2058.00 	1485.12 	10976.00 	0.00 	882.00 	2058.00 	2058.00 
745.50 	748.43 	704.67 	563.68 	302.00 	704.67 	704.67 
9755.67 	15313.98 	1789.78 	5546.80 	2221.00 	6554.04 	3886.75 
556.50 	630.93 	1789.78 	438.64 	188.25 	788.67 	788.67 
39670.36 	87358.29 	0.00 	0.00 	26691.00 	60833.79 	45235.36 
5612.44 	4165.78 	29736.35 	5157.60 	6953.48 	6447.00 	37133.98 
29034.44 	2271.73 	10598.23 	2271.68 	1217.00 	2839.67 	2839.67 
595.18 	203.47 	9594.67 	12357.70 	310.00 	254.33 	254.33 
20297.52 	17814.73 	72394.97 	31684.80 	16974.00 	39606.00 	39606.00 
17637.32 	0.00 	7123.73 	1937.22 	135.00 	315.00 	315.00 
4286.63 	30212.93 	5326.10 	18556.76 	107.00 	187.25 	187.25 
32329.42 	46408.13 	15980.53 	32849.60 	23464.00 	41062.00 	41062.00 
7141.75 	5713.40 	7141.75 	5713.36 	5309.50 	7141.75 	7141.75 
25978.52 	31856.69 	30851.17 	24290.88 	45856.75 	59534.13 	45812.08 
40672.33 	27487.60 	39656.17 	48266.40 	25768.83 	60333.00 	30678.67 
0.00 	18.40 	23.00 	18.40 	23.00 	23.00 	23.00 
38015.37 	22167.35 	30379.07 	41235.12 	66975.00 	117206.25 	22498.25 
37766.17 	80570.93 	50432.43 	27171.94 	43163.00 	100713.67 	100713.67 
19279.21 	1909.60 	3389.75 	1909.60 	739.00 	1389.11 	2387.00 
8646.17 	8648.27 	27919.76 	8648.24 	4633.00 	10810.33 	9019.50 
9183.13 	16238.02 	7313.48 	4197.36 	8011.25 	6300.19 	5454.75 
6128.31 	12945.80 	32413.35 	16931.28 	18377.33 	16182.25 	16182.25 
13415.13 	9093.28 	27327.24 	7524.04 	813.83 	2643.67 	6540.33 
17637.32 	7518.73 	21828.33 	19236.68 	9355.67 	11987.79 	11987.79 
58816.22 	14766.92 	1789.78 	596.40 	426.00 	745.50 	745.50 
9398.41 	8315.83 	7123.73 	3992.80 	2139.00 	6688.50 	4991.00 
357.00 	408.80 	511.00 	408.80 	219.00 	511.00 	511.00 
19584.11 	25968.60 	30379.07 	13383.76 	18549.00 	32460.75 	16566.38 
8700.81 	7924.42 	21828.33 	4582.04 	3101.00 	5426.75 	5426.75 
7072.80 	25446.61 	30851.17 	4260.86 	40284.14 	7072.80 	7072.80 
19521.79 	25559.57 	43979.29 	29868.76 	17714.00 	21845.25 	40315.63 
47687.28 	6149.42 	21828.33 	17225.60 	12304.00 	21532.00 	21532.00 
11047.75 	30412.29 	27919.76 	9221.89 	924.00 	1617.00 	12786.23 
16727.67 	9288.80 	33434.33 	184.80 	14329.00 	11223.44 	33434.33 
1045.33 	597.33 	95.67 	410.67 	41.00 	95.67 	95.67 
36509.29 	4822.72 	4980.03 	22335.79 	2608.00 	9406.16 	6028.40 
1237.60 	990.08 	9591.93 	2350.99 	884.00 	1237.60 	1237.60 
8087.33 	8979.56 	974.75 	23013.65 	557.00 	974.75 	974.75 
1045.33 	1060.27 	1045.33 	1060.24 	568.00 	1389.11 	1325.33 
82405.94 	33696.48 	72394.97 	127706.08 	69916.33 	159632.67 	67856.37 
11188.33 	4538.80 	11554.00 	8950.64 	4795.00 	11188.33 	11188.33 
0.00 	52.27 	2839.67 	52.27 	93.33 	65.33 	65.33 
38289.24 	13450.08 	24638.78 	28937.44 	25837.00 	36171.80 	36171.80 
38827.60 	47438.72 	88252.33 	26993.48 	24723.50 	59298.40 	59298.40 
26366.23 	5117.47 	9594.67 	23099.04 	8245.00 	11543.00 	11543.00 
0.00 	793.33 	991.67 	793.28 	425.00 	991.67 	991.67 
6647.67 	6652.33 	20175.95 	2350.99 	2849.00 	3789.34 	6647.67 
15502.47 	15532.65 	441.00 	16849.15 	1421.00 	1389.11 	455.00 
70995.56 	1114.40 	15258.40 	655.20 	597.00 	753.67 	1393.00 
5954.83 	1269.33 	802.67 	642.08 	8490.33 	802.67 	802.67 
8812.74 	4165.78 	3931.67 	199.68 	1685.00 	3931.67 	3931.67 
25041.04 	15617.44 	30851.17 	0.00 	12103.00 	28240.33 	28240.33 
1453.67 	629.07 	1690.50 	629.04 	337.00 	786.33 	786.33 
17637.32 	15386.84 	43725.50 	7375.20 	3951.00 	9219.00 	17505.83 
1681.17 	13899.20 	27327.24 	0.00 	10912.00 	14411.83 	29135.25 
42120.60 	1260.00 	1575.00 	1260.00 	1125.00 	1575.00 	1575.00 
9424.33 	7951.53 	30379.07 	4674.12 	4039.00 	16808.17 	9424.33 
19176.50 	15341.20 	10106.06 	15341.20 	10958.00 	19176.50 	19176.50 
6634.54 	1237.97 	4215.17 	7801.28 	1615.53 	2365.42 	4215.17 
2061.50 	14512.27 	4221.78 	0.00 	1325.00 	3091.67 	3091.67 
11047.75 	8556.80 	10366.30 	4998.77 	4011.00 	9359.00 	9359.00 
17960.08 	3089.33 	7228.67 	12206.70 	3098.00 	7228.67 	7228.67 
40672.33 	31054.10 	30851.17 	24293.20 	18137.63 	21845.25 	17302.25 
25978.52 	13899.20 	9286.67 	4998.77 	3966.00 	9254.00 	9254.00 
8700.81 	14368.07 	5724.83 	2373.74 	2644.00 	6169.33 	6169.33 
8646.17 	15386.84 	5456.50 	20229.88 	3118.00 	5456.50 	5456.50 
59125.50 	35519.23 	43725.50 	35183.53 	60075.00 	140175.00 	37133.98 
35864.11 	14368.07 	18490.36 	28233.28 	15125.00 	17721.44 	29307.95 
22190.88 	39990.53 	22251.54 	35505.36 	34617.48 	44381.75 	29135.25 
47687.28 	75976.37 	31808.90 	71381.76 	43418.16 	62538.29 	89227.25 
32329.42 	42221.90 	27880.50 	55796.96 	37831.75 	52777.38 	69746.25 
38289.24 	10484.60 	24638.78 	10484.56 	7489.00 	7131.54 	13105.75 
13137.02 	6223.00 	17857.97 	2347.33 	5539.33 	12851.18 	22302.97 
8882.53 	20367.32 	14548.33 	11638.67 	14548.33 	14548.33 	14548.33 
5475.48 	4183.67 	17662.75 	4090.80 	5113.50 	14548.33 	5113.50 
88669.82 	10575.13 	14511.00 	11608.80 	14511.00 	14548.33 	10069.22 
5719.18 	7696.27 	12775.94 	2778.78 	8322.74 	13569.25 	8285.65 
1629.25 	398.53 	128.33 	116.43 	128.33 	11582.67 	642.83 
10409.00 	16236.50 	10409.00 	8327.20 	10409.00 	36977.50 	10409.00 
2994.72 	2919.84 	9257.43 	7727.85 	6062.00 	2098.44 	3649.80 
8320.49 	182.93 	448.12 	1363.60 	423.21 	228.67 	8572.20 
385.85 	6986.38 	12253.03 	2823.20 	438.67 	4069.33 	438.67 
6254.05 	5004.40 	7638.96 	1460.43 	21717.89 	7825.93 	6617.67 
4314.33 	356.80 	4314.33 	3451.47 	4314.33 	1620.50 	4314.33 
4977.00 	3185.28 	40594.39 	3990.93 	4977.00 	4683.00 	4683.00 
976.73 	591.95 	2645.77 	1208.67 	1208.67 	789.83 	651.19 
25212.33 	22006.32 	47907.67 	69726.88 	76836.00 	50218.56 	39897.33 
42780.07 	62616.11 	181744.00 	0.00 	181744.00 	49336.83 	49336.83 
37070.97 	19900.40 	78628.00 	23028.98 	0.00 	30231.73 	30231.73 
6021.36 	4162.67 	13372.01 	7711.33 	3260.00 	3260.00 	11683.26 
2841.86 	5252.80 	27710.98 	0.00 	6566.00 	26176.55 	6909.55 
18600.83 	4660.91 	9370.79 	21078.61 	25396.00 	22421.26 	10310.89 
20839.00 	26761.45 	7666.83 	14479.58 	18352.19 	20839.00 	20002.97 
10795.75 	8636.60 	10795.75 	8636.60 	10795.75 	10795.75 	10795.75 
31989.77 	25743.20 	32179.00 	25743.20 	32179.00 	24096.50 	32179.00 
224.00 	179.20 	224.00 	179.20 	224.00 	224.00 	224.00 
435.87 	567.47 	709.33 	567.47 	1350.42 	532.47 	709.33 
755.69 	250.13 	506.33 	440.07 	257.72 	506.33 	257.72 
3157.00 	2525.60 	3157.00 	2525.60 	3157.00 	3157.00 	3157.00 
6463.22 	4446.40 	5558.00 	4446.40 	5558.00 	6716.11 	5558.00 
36278.67 	17144.40 	36278.67 	25847.38 	16203.83 	36278.67 	36278.67 
2768.50 	2940.00 	8657.83 	2940.00 	3675.00 	3675.00 	3675.00 
3048.05 	6820.42 	23241.40 	2609.60 	3262.00 	13180.56 	9999.50 
4439.97 	3689.46 	1653.14 	16296.12 	1816.50 	965.42 	1816.50 
665.00 	0.00 	3529.15 	532.00 	665.00 	371.00 	665.00 
